Movie Name;Overall_Rating;Review_Title;Review_Date;Review_Text;Recommend 
Mamma Mia! (2008);7;Mamma Mia!;13.12.2008;"Although ""Mamma Mia!"" is full with many imperfections, it brings so much happiness that you get out from the cinema desiring to dance and sing the tunes you've just listened during the film, and I think this is a very positive aspect in these trying times. Abba's songs are crystalline and joyous, and they still maintain their potential also in this film, in which, let's admit it, not everybody can sing (Pierce Brosnan wasn't born to sing, and even Meryl Streep hasn't an unforgettable voice, but the newcomer Amanda Seyfried is quite OK according to me). All in all, the best things in this film are: the character of Tanya (Christine Baranski is so funny!), the ""Dancing Queen"" scene with that fantastic choreography, and the paradise island setting of this story.";yes
Mamma Mia! (2008);7;Surprisingly Good;16.12.2008;"Mamma Mia is not your typical ""female"" movie. It is a nice, refreshing film that is a lot of fun to watch. It does not have the typical female movie aspects of two horrible characters you cannot stand (As Good As It Gets) or two characters who despise each other yet somehow get together (Message in a Bottle)--it is an old time romantic musical that intelligently brings the aspects of Abba's music into the storyline. The characters are portrayed very well, though a few of them are not the greatest singers. The storyline is well thought out and written. The direction is well paced and nicely done. The scenery is gorgeous and adds to the story. It is an overall nice film that you can sit down with the family and watch.";yes
Mamma Mia! (2008);6;Should have been a lot better;31.12.2008;I love Abba's music, and looked forward to this movie - what a let down! The movie makers here were just out to make a fast buck, and don't have a single clue as to the reason for Abba's popularity.;yes
Mamma Mia! (2008);1;My my how can I resist it? Quite easily actually....;31.12.2008;"Of course objective criticism is a bit of a waste of time as those of us who think that good Cinema should at least be about films having a decent plot, well cast actors and decent production and direction may soon be in a minority. Those of us who suggest that on the evidence of the success of Mamma Mia that it is final proof of the maxim that nobody ever went broke underestimating the taste of the public are likely to be seen as elitist killjoys. Well so be it – I'm not going to dilute my crucial faculties just because the public votes with its feet and its money to crown Mamma Mia as worthwhile entertainment. Never mind the quality feel the width of the box office takings! But, for what its worth – and that's probably not much, here is a brief list of the reasons why Mamma Mia is such excreta. The plot is trivial, unbelievable, ill-constructed, offensive and just plain dull. The casting is dire. True Meryl Streep is wonderful – but when has she ever not been? But Pierce Brosnan and Colin Firth are wooden throughout and they can't sing – and no this is not irony or even remotely funny. It's a MUSICAL. The leads must be able to sing. Doh! Amanda Seyfried can sing and she's very pretty too. But what about those bloody teeth? Sorry this may be a bit from left field but why would a nice little 20 year-old have to have shining white and 100% artificial looking brilliant white teeth. It made her look like an American Ryder Cup wife for goodness sake! Stellan Skarsgard (who?) was dull and he couldn't sing either. Julie Waters gave us one of her batty old ladies – we've seen it before Jules and it made no sense in Mamma bloody Mia. Christine Baranski was good – almost in the Streep class but surely a film with this budget could have cast all of the principals rather more thoughtfully? The editing was woeful as well. There seemed to be a good few gaffes that should have been edited out and reshot – did nobody care or not think that we'd notice when an actor forgets their lines? And was that set meant to look realistic – or the extras look like real people? Maybe not. And maybe on stage it wouldn't matter. But it wasn't on stage – it's a movie! Musical Theatre only really transfers well to film when it is opened out. Think ""Sound of Music"" or ""Carousel"" or ""My Fair Lady"". Mamma Mia was claustrophobic despite the stock shots of the Aegean. It looked more like Pinewood. It was Pinewood! OK so ABBA write catchy songs and we all like occasionally to hum along with them. But why put them into a stage show with a supposed plot in the first place. Why not just perform them as song and dance in concert? And if you must try and make a facile piece of drama around a random collection of songs and put it on stage then please don't later think that it will make a film. But you have – and a few rich people have become even richer as a result. And the Cinema is the poorer for it.";no
Mamma Mia! (2008);1;Sorry but where have all your critical faculties gone?;02.01.2009;Having avoided seeing the movie in the cinema, but buying the DVD for my wife for Xmas, I had to watch it. I did not expect much, which usually means I get more than I bargained for. But 'Mamma Mia' - utter, utter cr**. I like ABBA, I like the songs, I have the old LPs. But this film is just terrible. The stage show looks like a bit of a musical, but this races along with songs hurriedly following one another, no characterisation, the dance numbers (which were heavily choreographed according to the extras on the DVD) are just thrown away with only half the bodies ever on screen, the dance chorus of north Europeans appear on a small Greek island at will, while the set and set up of numbers would have disgraced Cliff Richard's musicals in the sixties!Meryl (see me I'm acting)Streep can't even make her usual mugging effective in an over-the-top musical! Her grand piece - 'The Winner Takes It All' - is Meryl at the Met! Note to director - it should have been shot in stillness with the camera gradually showing distance growing between Streep and Brosnan! Some of the singing is awful karaoke on amateur night. The camera cannot stop moving like bad MTV. One can never settle down and just enjoy the music, enthusiasm and characters. But what is even worse is how this botched piece of excre**** has become the highest grossing film in the UK and the best selling DVD to boot? Blair, Campbell and New Labour really have reduced the UK to zombies - critical faculties anyone???;no
Mamma Mia! (2008);1;Evil.;05.01.2009;"I honestly cannot stress enough how evil and awful this pitiful excuse for a film is. Absolutely none of the actors can sing so it feel like your eardrums are being attacked by a cheese grater. I may sound like I'm exaggerating, and I wish I was, but this movie really is painfully bad. Even if you love musicals, avoid this picture like the plague. I would actually recommend you staple your ear to a donkey as it would probably be less painful. Please, please; for your own sake, save your ears the torture and watch 'The Dark Knight' instead.";no
Mamma Mia! (2008);7;Could be better, but not a total failure either;16.01.2009;I have heard several people refer to it as a 'girly' piece, and I, for the most part, agree. There seems to be two main characters and their respective story lines: a mother worrying about her daughters wedding and about the three guests, all of whom might be the father (it's a bit hard to explain), and the daughter trying to find out about her father. The mother has two friends (rather well played) who help her out in these situations while engaging in casual fun of their own while staying on the mother's island.;yes
Mamma Mia! (2008);1;A Stinker of a Movie;23.01.2009;This is the worst movie I have seen in the last five years. If you think ugly Americans stinking it up in a foreign country is bad, you should see these Brits ruining a picturesque little slice of Greece. Everybody acts like they're drunk and having a grand old time-- it's excruciating to watch. Nobody can sing. Meryl Streep has done somber, depressed roles in the past that are really good, but she is just terrible in this movie. I hope this doesn't mean she has lost her ability to pick good roles for herself. This movie felt like the actors got on board because they thought it would be great fun to have a party in Greece, but they forgot they had to make a movie.;no
Mamma Mia! (2008);7;It's NOT The Sound of Music, That's for Sure!;10.02.2009;Call me silly, but The Sound of Music is still my favorite musical and the film by which I judge all musicals and Mama Mia sure comes up short. All I kept thinking during the movie was why Julie Andrews wasn't the female lead? Meryl Streep? I LOVE Meryl Streep, but not in Mama Mia! She is the miscast of the year in this role and she CANNOT sing! Nor can Pierce Bronsan or anyone else for that matter except the two young leads who are both knock-outs - both to look at and to listen to. Colin Firth, my very favorite male lead, was the only singer who moved me to tears and he can't sing either. I kept thinking why have they made a musical without singers? What am I missing? But there's so much about this film that annoyed me. First of all, the story is the least romantic I have ever come across. The idea that a young woman on the day of her wedding wants the three men her mother hooked up with and one of whom may be her father is not only silly, it's just plain neurotic, hardly the basis for a romantic story. Okay, so the location shooting was fabulous, but the actors paled in comparison, all of them looking terrible except for the two young leads who looked fantastic! Merly Streep especially looked positively gruesome. All I kept thinking was that the director must HATE Meryl Streep to have her photographed so poorly. But the men didn't look any better especially Pierce Bronsan. The choreography was incredible, no doubt about it, but there were way too many songs and entirely too much motion - everyone on Earth got into the act every time there was a song to be sung - people coming from every direction so that it looked like the entire world was dancing, which might not be such a bad idea, but NOT in a movie, especially when you're trying to follow what little there is of the story.;yes
Mamma Mia! (2008);1;Weak Script, Shallow Characters - Just Abysmal;08.03.2009;"Unlike ""Grease"" or ""Chicago"", the characters are not fully developed and are left with little or no substance. The tale itself is just as shallow, dotted with story lines that virtually spring up out of nowhere to bring about its end. Maybe if the characters didn't burst into song every few seconds, we'd get to know them and a true, definitive story would be allowed to develop.";no
Mamma Mia! (2008);4;Don't believe the hype;17.03.2009;Really, don't believe the hype. This film is really a major disappointment. I wasn't particularly looking forward to it but was prepared to be pleasantly surprised. Unfortunately my scepticism was entirely justified. What on earth was Meryl Streep thinking of? To say nothing of Colin Firth, Pierce Brosnan, Stellan Skarsgaerd and Julie Walters.;no
Mamma Mia! (2008);2;Are you kidding me?;20.03.2009;Sadly, this movie is a huge disappointment. I'm searching for the right words without being too critical, but frankly, they don't exist. No plot, no (singing) talent, and no satisfactory ending. Hard to believe Meryl Street, Pierce Brosnan, and Colin Firth stooped to this level. Without them the movie would have been laughed out of Hollywood;no
Mamma Mia! (2008);7;Good Songs!;14.07.2009;I'd definitely give this ten out of ten for the songs but I feel that the storyline wasn't very good at all! Julie Walters is hilarious in this but i feel that the film has but a bad reputation to both Abba and their songs. I also fail to recognise why Colin Firth was gay. What was the point? Furthermore I think that wasn't that a waste of a good actor? I did love the setting though - the Greek Island took my heart away. The beach looked gorgeous and it looked incredibly warm. I have nothing against the actors I thought they were all amazing, their voices were great I just think that comparing such great songs to quite a rubbish story failed to impress me!;yes
Mamma Mia! (2008);7;Entertaining and Forgettable;13.11.2009;"""Mamma Mia!"" is an entertaining and forgettable musical that has an interesting idea but a foolish story. ABBA was a successful Swedish pop music group from the early 70's to the early 80's, and the screenplay uses the lyrics of some of their most popular songs along the story entwined with dialogs. Therefore, for fans of this group, it is a plus. Another good point is the always wonderful Meryl Streep. Last but not the least, the paradisiacal locations in Greek islands is another great attraction of this feature. Unfortunately the shallow story is too silly and the choreography is very poor and could be better and better. In the balance of pros and cons, my vote is seven.";yes
Mamma Mia! (2008);1;Do not take a chance on this one!;22.11.2009;"ABBA, Abbacadraba, I want to reach out and grab you! Why? In vengeance for the cinematic torture you put me through in experiencing the film adaption of the ABBA inspired musical ""Mamma Mia"". This asinine film stars Meryl Streep as Donna Sheridan, a rundown Greek hotel owner whose daughter Sophie (Amanda Seyfried) is planning her upcoming nuptials in the Greek island. The primary ""Who is my real Pappa?"" premise of this film is that Sophie was never informed by Mamadonna who her real father is, even though there are three main candidates who Mamadonna went over the sexual borderline with twenty years ago. Sophie's choice then is to invite all three to the wedding so she can finally have ""faith"" to know the ""father figure"" truth. These Sophie Daddy nominees are the ""I still love Donna even though I dumped her after I did her"" Sam, the former hippie but now stable banker Harry, and the free spirit boat-aficionado Bill. Along for the wedding ride are also Donna's best friends: the lunatic Rosie, and the middle-aged lush Tanya. Throughout all this ""Who is your daddy?"" humdrum plot there are spurts of these characters singing away to ABBA tunes. All I can say is, to quote a classic ABBA hit- ""Gimme Gimme Gimme"" less of these ridiculous musical scenes; even though Meryl Streep's pipes were not as bad as I thought coming from a seasoned actress. I cannot say the same for The Three Dads who were Pierce Brosnan as Sam, Colin Firth as Harry, and Stellan Skarsgard as Bill. Brosnan was the main singing daddy here and his musical voice was undoubtedly both shaken & stirred. Let's just say that Brosnan's singing was ""The Matador"" to my ears. The ensemble acting of ""Mamma Mia"" was appalling but the ""main weapons of acting destruction"" were found in the performances of Julie Walters as Rosie and Christine Baranski as Tanya. Catherine Johnson's screenplay of ""Mamma Mia"" was dreary & wearisome, and Phyllida Lloyd's direction was as clumsy as direction can get. Harris Zambarloukos' unauthentic cinematography seemed like he used a Greece Photoshop software program for the film's look. So to cap this monstrosity of a film in musical fashion, I will use an ABBA tune: Do not ""take a chance"" on the musical horror of ""Mamma Mia"". *Failure";no
Mamma Mia! (2008);6;Disappointing but worth watching;18.04.2010;I really wanted to see Mamma Mia! as I love Meryl Streep, I love Julie Walters, I love musicals and I love ABBA. The film does have some very good things, but there were some disappointments as well.;yes
Mamma Mia! (2008);6;A feel good movie but annoying. Stick to the 2018 version;26.12.2010;I may have did a review of this year's ago back in 2010 but I decided to watch it again. Mamma Mia is an ABBA musical starring Meryl Streep,Amanda Seyfried,Dominic Cooper,Pierce Brosnan Colin Firth and tells the tale of a young woman named Sophie played by Amanda Seyfried who's getting married to her long lived boyfriend Sky played by Dominic Cooper. But Sophie has one problem...she has no idea who her real father is. Could it be Pierce Brosnan, Colin Firth or Stellan Skarsgard?;yes
Mamma Mia! (2008);3;One of those half-mad stage ideas which makes for a predictably dreadful film...;24.01.2011;"Perky' times two thousand... Ecstatic young woman on the Greek island of Kalokairi, living in the ramshackle hotel owned by her single mother, invites three strange men to her upcoming wedding--all of whom shared intimate nights with her mom some twenty years ago, resulting in her conception. So the big question is: which of the trio is the girl's biological father? And when will the prospective bride admit she stole her mother's diary and invited these lackluster would-be dads without mamma's permission? Unctuous, fatuous movie-adaptation of the international stage musical, which utilizes pop songs from the oeuvre of Swedish super-group ABBA to create its reedy-thin 'plot'. ABBA truly did record some beautifully-crafted, catchy and imaginative hits in the late-'70s, but the music as rendered here seems plastic and useless. Meryl Streep, with no character to play, hams it up; she's so professional and refined a presence that this not-inexplicably goofy approach just manages to squeak by, however her co-stars aren't so fortunate. As Streep's daughter, Amanda Seyfried bops around like a squealing teenager in a toothpaste commercial; by the time she and her fiancé are crawling towards each other on the beach singing ""Lay All Your Love On Me"", one is apt to make a mad dash for the exit. The picture is lousy, but it isn't offensive--it's far too innocuous and eager-to-please to be a complete debacle. To get angry over a movie like this would be pointless--it would be like flogging a sponge. The bloated production feasts on glittering aerial shots of the Greek isle, while the cast is continually directed to leap from boats and foot-bridges into the water. At least they don't sing underwater! *1/2 from ****";no
Mamma Mia! (2008);10;Meryl Streep will have you dancing in the isles;23.07.2011;The Smash hit musical sensation on Broadway comes to the big screen in an amazing way with an all star cast including Meryl Streep, Pierce Brosnan, Amanda Seyfried, COlin Firth and many more. Mamma Mia is one of the happiest movies I've ever seen. it puts you in such a good mood and it is so Real and so energetic, and Abba is a great band and seeing their songs in a movie with a story built around it is one of the most clever ideas ever! A lot of people will criticize the movie but don't listen to it because it really is one hell of a good time. and it isn't a chick flick like many people think! it is a movie that everyone will love and there's something in it for all types of people! in my opinion a five star movie!;yes
Mamma Mia! (2008);10;The Best Music!!!!!;25.02.2012;The winter of 2010-2011 in Minnesota was very long and the worst I can remember. I bought Mamma Mia and ended up watching it three times that weekend. For the next two weekends, I had Mamma Mia parties for guy and girlfriends, with Greek and Swedish food. We sang the entire score! When bad weather traps you inside, there is no better uplifting fun than this movie. Everyone has their favorite song, but mine is the guitar ballad on the boat by Colin Firth. I never really paid attention to ABBA years ago when they were popular(even though I'm of Swedish decent), but somehow, I knew almost every one in the movie. I understand that ABBA is coming out with a revival album in 2012 and I can't wait. I actually met Benny Andersson when he was in Minneapolis at the American Swedish Institute's party, maybe that was in 2005.;yes
Mamma Mia! (2008);6;Puts the noxious in obnoxious;25.03.2015;The plot and characters are nonexistent, and the songs often have little to do with what little is actually going on in the story, but those are not the reasons why this film is so terrible. It's the obnoxiousness and utter lack of charm and humor. Every moment is cluttered with screeching, laughing, screaming, and terrible singing. It's enough to make a lover of musicals abandon the genre forever.;yes
Mamma Mia! (2008);6;Puts the noxious in obnoxious;25.03.2015;"The plot and characters are nonexistent, and the songs often have little to do with what little is actually going on in the story, but those are not the reasons why this film is so terrible. It's the obnoxiousness and utter lack of charm and humor. Every moment is cluttered with screeching, laughing, screaming, and terrible singing. It's enough to make a lover of musicals abandon the genre forever.
";yes
Mamma Mia! (2008);3;The only good thing about this movie is the music...and Amanda Seyfried;15.07.2015;Incredibly cheesy and lame. Plot is very basic and the characters and/or performances are mostly ridiculous. Julie Walters' character has to be one of the most irritating in cinematic history.;no
Mamma Mia! (2008);3;Absolutely awful;10.03.2016;“An absolutely awful musical… The songs are catchy but the acting and story are absolutely horrendous. Pierce Brosnan… very bad.”;no
Mamma Mia! (2008);7;Fun and enjoyable, but let's face it, the hardest part was over...;03.11.2016;"""Mamma Mia!"" is such an openly and shamelessly cheerful movie that any attempt to criticize it would make you sound like a killjoy, as infuriating and convenient as it is, it's not that far from the truth. And I would lie if I said I didn't find myself enjoying the film most of the time, but on the other hand, I disagree that a film should be immune to criticism just on the basis of the positive emotions it inspires, which supposedly compensates every loose ends or plot flaws.";yes
Mamma Mia! (2008);5,5;Don't be swayed by the average reviews;21.07.2018;Don't be swayed by the average reviews (IMDb: 6.1, Rotten Tomatoes: 54%, Metacritic: 51%). It's an enjoyable movie, so long as you remember it's only supposed to be light viewing. And I mean that – if you watch it with your serious hat on, you'll end up thinking that Pierce Brosnan's awful singing ruins the whole thing, whereas in fact it's one of the best parts.;yes
Mamma Mia! (2008);1;Complete Garbage;14.05.2019;"There's not much to say that hasn't been said, but I'll throw my two-cents worth in anyway. I love musicals, and by musicals I mean South Pacific, Damn Yankees, Porgy and Bess, etc. This pile of trash is NOT a musical. ABBA songs thrown randomly into a movie and sung by people who should never attempt to sing does not a musical make. The songs are supposed to have something to do with the story; but this story was garbage too. It should have been called ""I'm a mindless, immature girl who idolizes my mother for being an addlepated tramp"". I'll admit I'm not a fan of Meryl Streep, but watching her over-act and fumble her way through this was painful. Actually, watching everyone in this was painful; even the usually good actors failed miserably. The whole production came off as if done by toddlers; the script was awful, the story was awful, the camera work was awful, the acting, singing and dancing was awful. I bought the DVD because I don't really like going to movie theaters, and I chucked it into the Goodwill donation bag immediately after watching it. A complete waste of time and money.";no
Mamma Mia! (2008);7;"A must watch
";13.05.2020;A must watch comedy movie, about a girl finding her dad she has never met, set on remote Greek island.;yes
Mamma Mia! (2008);7;greece;18.05.2020;The plot is simple, but happy, the scenery in Greece is great, I like it.;yes
Mamma Mia! (2008);10;Pure happiness, that is all and that is enough.;10.07.2020;This movie is two hours of music and happiness. This movie is an easy 11/10 method of being happy and one of my all time favourites. There is no ingenious plot or thought provoking question, and that's fine. Just sing along and enjoy.;yes
Mamma Mia! (2008);7;Light Weight Time Waster;10.02.2021;Want high cinema? This isn't your film. Want a bit of good natured fun? Then enjoy. Sure Pierce can't sing, but Meryl sure can. It's fun.;yes
Mamma Mia! (2008);7;mamma mia!;12.02.2022;I didn't use to like this movie, but as I got older I started to love the movie more. It's definitely a cheesy movie and far from perfect, but it's a fun watch with catchy songs (duh, it's ABBA). It's not too long nor too short, so it's a perfect movie to watch when you're feeling down or to watch with friends on a movie-night.;yes
Mamma Mia! (2008);10;Amazing;05.04.2024;“Mamma Mia should be studied in school… Superb mixing of the songs with the script… The bonding between Meryl Streep and Amanda Seyfried really feels like a mother and daughter bond.”;yes
Mamma Mia! (2008);6;A.S.A.S. = Abba Songs Always Slap;16.08.2024;This star-studded musical movie is purely vibes, which is not a negative when the vibes are IMMACULATE! Full of Abba bops and heavily saturated shots of Greece, this is the perfect watch for a relaxing summer day.;no
Mamma Mia! (2008);7;"Not a bad musical!
";09.12.2024;My friend showed this to me and it actually brought a smile to my face! While I typically don't gravitate towards musicals and while there could've been a bit more focus on the main character instead of the supporting characters, this one was executed quite well in a few scenes with its dancing sequences and musical numbers. I liked seeing Piers Brosnan as one of the possible fathers, always a good presence on screen for the audience. Meryl Streep also did well and I'm surprised at how well her and her friends moved in certain maneuvers for being their age! Dancing as an older woman can't be easy on the bones and muscles but they did it enthusiastically and convincingly in many parts!;yes
Mamma Mia! (2008);10;Absolute masterpiece and all time classic;04.04.2025;Absolute masterpiece and all time classic. The millennials did not appreciate it when it came out but they certainly are turning around as they get older! I even prefer this movie's album and song versions over many of the original Mamma Mia stage show songs, and I own both albums. The sets, the cast, it's all iconic and this movie is ageing like fine wine.;yes
Mamma Mia! (2008);10;MAMMA MIA IS THE BEST MOVIE EVER MADE;27.05.2025;The chemistry... the soundtrack and Greece… the vibes are immaculate.;yes
Mamma Mia! (2008);10;Absolutely timeless!;27.05.2025;he energy along with the top tier songs made this definitely at the top of the musical charts.;yes
Mamma Mia! (2008);4;A Pretty Missfire;08.07.2208;Relentless like one of those loud action movies. The entire cast seems to be on speed. I didn't quite get the director's intentions if any. I wonder if she's ever seen a Stanley Donen, Vincent Minnelli or even a George Sidney musical. Structure, please! This is one hell of a mess and I loved Abba. The costumes the unflattering photography - unflattering towards the actors but loving towards the locations) The one thing that makes the whole thing bearable is the sight of Meryl Streep making a fool of herself. No chemistry with her friends (Christine Baranski and Julie Walters) think of Streep with Lily Tomlyn in the Altman film and you'll understand what I was hoping for. I was embarrassed in particular by Pierce Brosnam and Colin Firth. The audience, however, seemed to enjoy it so it probably it's just me.;no
Mamma Mia! (2008);10;Fun film - Don't take it seriously;5.0.2014;This is feel good, have a drink with it, have a sing, don't take it seriously, just laugh and have fun.;yes
Mamma Mia! (2008);8;Experience the joy of one of the great movie musicals ever!;6.08.205;"Of course, there's a lot of people who admitted to laughing every time that Pierce Brosnan attempted to sing, but do you expect James Bond to sing like Howard Keel? Colin Firth and Stellan Skarsgård do better with their singing parts, while the younger actors are obviously trained as singers. It seems like every time you blink, somebody is breaking into an Abba song, and while some of the songs seem sort of forced into the plot, for the most part it works. There are also moments when the music becomes so passionate that pure joy takes over and this literally explodes on screen when the weakened structure of Streep's gorgeous inn explodes with a watery fountain from the sea beneath. It's ironic that the biggest hit musicals of Broaday shows are the light-hearted comedies, and ""Mamma Mia!"" deserves its place as one of the best of the past 20 years.";yes
